agencyName,continentName,countryCode,countryName,dateUSGSignature,emergencyTypeName,projectCode,projectID,projectTitle,regionName,tableName,totalAmountApproved,windowFullName,year,projectsectors,projectclusters,projectgroupings,projectcapcodes
United Nations Children’s Fund,Asia,JOR,Jordan,2013-09-24,Displacement,13-RR-CEF-126,4204,Preparedness measures for the Syria crisis emergency operation in Jordan,Western Asia,M,988915,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,Syria crisis 2011-
United Nations Population Fund,Asia,JOR,Jordan,2013-09-24,Displacement,13-RR-FPA-046,4205,Expanding the provision of RH and S-GBV services to Syrian women to respond to the needs of the increasing numbers with a focus on most at  risk individuals with life threatening conditions,Western Asia,M,340704,Rapid Response,2013,Health,Health,,Syria crisis 2011-
United Nations High Commissioner for Refugees,Asia,JOR,Jordan,2013-09-24,Displacement,13-RR-HCR-060,4206,Emergency assistance for Syrian refugees in Jordan,Western Asia,M,1000024,Rapid Response,2013,Shelter and Non-Food Items,Shelter and Non-Food Items,,Syria crisis 2011-
International Organization for Migration,Asia,JOR,Jordan,2013-09-24,Displacement,13-RR-IOM-033,4207,Multi-Sector Assistance to Syrian Refugees in Jordan,Western Asia,M,350000,Rapid Response,2013,Health,Health,,Syria crisis 2011-
World Food Programme,Asia,JOR,Jordan,2013-09-26,Displacement,13-RR-WFP-061,4208,"Food assistance to vulnerable Syrian populations in Jordan, Lebanon, Iraq and Turkey affected by the events in Syria",Western Asia,M,1000000,Rapid Response,2013,Food Assistance,Food Assistance,,Syria crisis 2011-
World Health Organization,Asia,JOR,Jordan,2013-09-24,Displacement,13-RR-WHO-065,4209,Access by Syrian refugees and vulnerable Jordanian host communities to emergency life saving medicines and supplies,Western Asia,M,597060,Rapid Response,2013,Health,Health,,Syria crisis 2011-
United Nations Entity for Gender Equality and the Empowerment of Women ,Asia,JOR,Jordan,2013-09-24,Displacement,13-RR-WOM-002,4210,Multi-sector Assistance to Syrian Refugees in Jordan,Western Asia,M,327955,Rapid Response,2013,Protection,Protection,,Syria crisis 2011-
United Nations Relief and Works Agency ,Asia,JOR,Jordan,2013-09-24,Displacement,13-RR-RWA-006,4211,Prepositioning of Essential NFIs for Palestinian Refugees from Syria,Western Asia,M,349890,Rapid Response,2013,Shelter and Non-Food Items,Shelter and Non-Food Items,,Syria crisis 2011-
United Nations Children’s Fund,Asia,LBN,Lebanon,2013-09-24,Displacement,13-RR-CEF-127,4212,"UNICEF Lebanon  Contingency Supplies for 150,000 influx scenario: Health, Nutrition, WASH and Child Protection",Western Asia,M,4499990,Rapid Response,2013,Multi-Sector,Multi-Sector,,Syria crisis 2011-
United Nations Population Fund,Asia,LBN,Lebanon,2013-09-24,Displacement,13-RR-FPA-047,4213,"UNFPA Lebanon  Contingency Supplies for 100,000 influx scenario: Health and Women Protection",Western Asia,M,399865,Rapid Response,2013,Protection,Protection,,Syria crisis 2011-
United Nations High Commissioner for Refugees,Asia,LBN,Lebanon,2013-09-19,Displacement,13-RR-HCR-061,4214,Emergency assistance for Syrian refugees in Lebanon,Western Asia,M,5035420,Rapid Response,2013,Multi-Sector,Multi-Sector,,Syria crisis 2011-
International Organization for Migration,Asia,LBN,Lebanon,2013-09-19,Displacement,13-RR-IOM-034,4215,Essential Non-Food Items for Lebanese Returnees,Western Asia,M,500362,Rapid Response,2013,Shelter and Non-Food Items,Shelter and Non-Food Items,,Syria crisis 2011-
United Nations Relief and Works Agency ,Asia,LBN,Lebanon,2013-09-20,Displacement,13-RR-RWA-007,4216,Emergency health assistance for Palestine refugees from  Syria in Lebanon,Western Asia,M,499999,Rapid Response,2013,Health,Health,,Syria crisis 2011-
World Food Programme,Asia,LBN,Lebanon,2013-09-20,Displacement,13-RR-WFP-062,4217,Food assistance to vulnerable Syrians in Lebanon,Western Asia,M,3484281,Rapid Response,2013,Food Assistance,Food Assistance,,Syria crisis 2011-
World Health Organization,Asia,LBN,Lebanon,2013-09-26,Displacement,13-RR-WHO-066,4218,Health Preparedness to Massive Influx of Displaced Syrians into Lebanon,Western Asia,M,599463,Rapid Response,2013,Health,Health,,Syria crisis 2011-
United Nations Children’s Fund,Africa,SDN,Republic of the Sudan,2013-10-18,Flood,13-RR-CEF-128,4219,Provision of access to education in emergencies for flood affected children in Sudan,Northern Africa,M,432075,Rapid Response,2013,Education,Education,,
United Nations High Commissioner for Refugees,Africa,SDN,Republic of the Sudan,2013-09-26,Flood,13-RR-HCR-062,4220,The Common Humanitarian Pipeline for Emergency Shelter and Non Food Items   SUD-13/S-NF/53685 ,Northern Africa,M,489072,Rapid Response,2013,Shelter and Non-Food Items,Shelter and Non-Food Items,,
United Nations Children’s Fund,Africa,SDN,Republic of the Sudan,2013-10-16,Flood,13-RR-CEF-129,4221,"Provide and maintain basic WASH lifesaving services for displaced populations affected by the recent heavy rain and flash flood, in the 14 most vulnerable states across Sudan  SUD-13/WS/55261/124 ",Northern Africa,M,2800001,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
World Health Organization,Africa,SDN,Republic of the Sudan,2013-10-16,Flood,13-RR-WHO-067,4222,Health emergency support to pop affected by floods   SUD-13/H /54396   ,Northern Africa,M,472102,Rapid Response,2013,Health,Health,,
World Health Organization,Africa,SDN,Republic of the Sudan,2013-10-16,Flood,13-RR-WHO-068,4223,"Provide and maintain basic WASH lifesaving services for displaced populations affected by the recent heavy rain and flash flood, in the 14 most vulnerable states across Sudan  ",Northern Africa,M,1045892,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Children’s Fund,Asia,SYR,Syrian Arab Republic,2013-10-02,Displacement,13-RR-CEF-130,4224,Pre-positioning of Essential health items to ensure primary health care for IDP & affected children through mobile teams and fixed centres   SYR-13/H/57237/124,Western Asia,M,1301040,Rapid Response,2013,Health,Health,,Syria crisis 2011-
United Nations Children’s Fund,Asia,SYR,Syrian Arab Republic,2013-10-01,Displacement,13-RR-CEF-131,4225,Complementary nutrition for IDP children and vulnerable children in host communities   SYR-13/H/57237/124,Western Asia,M,995100,Rapid Response,2013,Nutrition,Nutrition,,Syria crisis 2011-
United Nations Children’s Fund,Asia,SYR,Syrian Arab Republic,2013-10-09,Displacement,13-RR-CEF-132,4226,Integrated WASH programme and assistance for internally displaced and  host communities   ,Western Asia,M,2001439,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,Syria crisis 2011-
Food and Agriculture Organization,Asia,SYR,Syrian Arab Republic,2013-10-09,Displacement,13-RR-FAO-038,4227,Emergency prepositioning of agricultural inputs in the Syrian Arab Republic   SYR-13/A/58318/R,Western Asia,M,599572,Rapid Response,2013,Agriculture,Agriculture,,Syria crisis 2011-
United Nations Population Fund,Asia,SYR,Syrian Arab Republic,2013-10-01,Displacement,13-RR-FPA-048,4228,Provision of Life-saving Reproductive health Services for Women in Violence –Affected Governorates   SYR-13/H/57203/R/1171,Western Asia,M,496324,Rapid Response,2013,Health,Health,,Syria crisis 2011-
United Nations Population Fund,Asia,SYR,Syrian Arab Republic,2013-10-01,Displacement,13-RR-FPA-049,4229,Ensure the availability of contingency hygiene kits stock to meet the emergency emerging hygiene needs of vulnerable population in Syria   SYR-13/H/57183/R/1171,Western Asia,M,398040,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,Syria crisis 2011-
United Nations High Commissioner for Refugees,Asia,SYR,Syrian Arab Republic,2013-10-01,Displacement,13-RR-HCR-063,4230,Non-food item assistance for Syrians displaced by the civil unrest   SYR- 13/S-NF/57234/R,Western Asia,M,2999846,Rapid Response,2013,Shelter and Non-Food Items,Shelter and Non-Food Items,,Syria crisis 2011-
United Nations High Commissioner for Refugees,Asia,SYR,Syrian Arab Republic,2013-10-01,Displacement,13-RR-HCR-064,4231,Emergency medical assistance for Internally Displaced Persons (IDPs) in Syria   SYR- 13/H/57233/R,Western Asia,M,399170,Rapid Response,2013,Health,Health,,Syria crisis 2011-
International Organization for Migration,Asia,SYR,Syrian Arab Republic,2013-10-02,Displacement,13-RR-IOM-035,4232,Emergency Multi-Sector Assistance to Affected Population in Syria   SYR-13/S-NF/58301/R   SYR-13/S-NF/58304/R,Western Asia,M,900251,Rapid Response,2013,Shelter and Non-Food Items,Shelter and Non-Food Items,,Syria crisis 2011-
World Food Programme,Asia,SYR,Syrian Arab Republic,2013-10-02,Displacement,13-RR-WFP-063,4233,Emergency food assistance to people affected by unrest in Syria   SYR-13/F/57198/R/561,Western Asia,M,5296739,Rapid Response,2013,Food Assistance,Food Assistance,,Syria crisis 2011-
World Food Programme,Asia,SYR,Syrian Arab Republic,2013-10-02,Displacement,13-RR-WFP-064,4234,Provision of emergency food assistance for the prevention of undernutrition   SYR-13/H/58367/R/561,Western Asia,M,500004,Rapid Response,2013,Nutrition,Nutrition,,Syria crisis 2011-
World Health Organization,Asia,SYR,Syrian Arab Republic,2013-10-02,Displacement,13-RR-WHO-069,4235,Support critical medical interventions   SYR-13/H/57245/R122   SYR-13/H/57247/R/122,Western Asia,M,1279328,Rapid Response,2013,Health,Health,,Syria crisis 2011-
World Health Organization,Asia,SYR,Syrian Arab Republic,2013-10-09,Displacement,13-RR-WHO-070,4236,Building up the buffering stocks of healthcare facilities in the Rural Damascus area for supply of clean drinking water in case of potential emergencies   13-H/57246/R,Western Asia,M,202658,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,Syria crisis 2011-
United Nations Development Programme,Asia,SYR,Syrian Arab Republic,2013-10-01,Displacement,13-RR-UDP-014,4237,Provision of garbage bins and containers for solid waste collection in shelters,Western Asia,M,500974,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,Syria crisis 2011-
United Nations Relief and Works Agency ,Asia,SYR,Syrian Arab Republic,2013-10-01,Displacement,13-RR-RWA-008,4238,"Urgent food, NFI and emergency medical supplies for conflict affected Palestine refugees in Syria  SYR-13/F/57201/5593 SYR-13/S-NF/57210/5593
SYR-13/H/57213/5593",Western Asia,M,2099869,Rapid Response,2013,Multi-Sector,Multi-Sector,,Syria crisis 2011-
International Organization for Migration,Africa,ETH,Ethiopia,2013-10-09,Displacement,13-RR-IOM-036,4239,Lifesaving Emergency Shelter /NFI Rapid Response to Conflict Displaced Individuals  in  Ethiopia,Eastern Africa,M,1000001,Rapid Response,2013,Shelter and Non-Food Items,Shelter and Non-Food Items,,
World Food Programme,Africa,ETH,Ethiopia,2013-10-10,Displacement,13-RR-WFP-065,4240,Food Assistance to conflicted affected people in Oromia and Somali regions (PRRO 200190),Eastern Africa,M,3209142,Rapid Response,2013,Food Assistance,Food Assistance,,
United Nations Children’s Fund,Asia,PHL,Philippines,2013-10-02,Displacement,13-RR-CEF-133,4241,Strengthening the Protective Environment for Children Affected by Armed Conflict and Emergencies in Zamboanga City,South-Eastern Asia,M,150723,Rapid Response,2013,Protection,Protection,,
United Nations Children’s Fund,Asia,PHL,Philippines,2013-10-02,Displacement,13-RR-CEF-134,4242,Ensuring WASH services for conflict affected populations in Zamboanga City,South-Eastern Asia,M,509668,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Population Fund,Asia,PHL,Philippines,2013-10-02,Displacement,13-RR-FPA-050,4243,Life-saving Interventions on Gender-based Violence (GBV) for Affected Women and Girls in the Zamboanga City Emergency,South-Eastern Asia,M,101534,Rapid Response,2013,Protection,Protection,,
United Nations Population Fund,Asia,PHL,Philippines,2013-10-01,Displacement,13-RR-FPA-051,4244,Ensuring Access to Reproductive Health Services to the Displaced Population of the Zamboanga City Humanitarian Crisis,South-Eastern Asia,M,103503,Rapid Response,2013,Health,Health,,
United Nations High Commissioner for Refugees,Asia,PHL,Philippines,2013-10-02,Displacement,13-RR-HCR-065,4245,Ensuring protection of population affected by armed conflict in Zamboanga City and Basilan Province,South-Eastern Asia,M,149916,Rapid Response,2013,Protection,Protection,,
International Organization for Migration,Asia,PHL,Philippines,2013-10-07,Displacement,13-RR-IOM-037,4246,Camp Coordination and Camp Management (CCCM) and Shelter Support to the Displaced Population in Zamboanga City,South-Eastern Asia,M,1000000,Rapid Response,2013,Camp Coordination and Camp Management,Camp Coordination and Camp Management,,
World Food Programme,Asia,PHL,Philippines,2013-10-01,Displacement,13-RR-WFP-066,4247,Emergency Food Assistance to Conflict-Affected Households in Western Mindanao,South-Eastern Asia,M,600215,Rapid Response,2013,Food Assistance,Food Assistance,,
World Food Programme,Asia,PHL,Philippines,2013-10-02,Displacement,13-RR-WFP-067,4248,Logistics Augmentation in support of the Government of the Philippines’ response to Conflict affected areas in Zamboanga & Basilan,South-Eastern Asia,M,199998,Rapid Response,2013,Common Services,Common Services,,
World Health Organization,Asia,PHL,Philippines,2013-10-02,Displacement,13-RR-WHO-071,4249,Provision of life saving health services to conflict-affected populations in Zamboanga city,South-Eastern Asia,M,199983,Rapid Response,2013,Health,Health,,
International Organization for Migration,Africa,SDN,Republic of the Sudan,2013-10-16,Flood,13-RR-IOM-038,4250,"Provide and maintain basic WASH lifesaving services for displaced populations affected by the recent heavy rain and flash flood, in the 14 most vulnerable states across Sudan   SUD-13/WS/5411 ",Northern Africa,M,297909,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Children’s Fund,Africa,GIN,Guinea,2013-10-14,Displacement,13-RR-CEF-135,4251,Réponse d'urgence à la crise de N'Zerekore,Western Africa,M,303309,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
World Food Programme,Africa,GIN,Guinea,2013-10-14,Displacement,13-RR-WFP-068,4252,Assistance alimentaire d'urgence pour les personnes sinistrées des violences intercommunautaires de N'Zerekore,Western Africa,M,837861,Rapid Response,2013,Food Assistance,Food Assistance,,
International Organization for Migration,Africa,DJI,Djibouti,2013-10-10,Multiple Emergencies,13-UF-IOM-039,4253,"Improving lifesaving capacities, Water, Sanitation, health care access for vulnerable migrants in Djibouti   DJI 13/MS/57067/298",Eastern Africa,M,170023,Underfunded Emergencies,2013,Multi-Sector,Multi-Sector,,
United Nations Development Programme,Africa,DJI,Djibouti,2013-10-10,Drought,13-UF-UDP-015,4254,WASH Response in vulnerable areas in a context of long lasting drought in Djibouti   DJI-13/ER/57060,Eastern Africa,M,149270,Underfunded Emergencies,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Children’s Fund,Africa,NER,Niger,2013-10-23,Flood,13-RR-CEF-136,4255,Réponse d’urgence aux inondations au Niger en intégrant une approche multisectorielle de la réponse   NIG-13/WS/54743/R,Western Africa,M,606572,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
